1.9095,0.4018,0.0000,0.0000,0.0000,0.9990,0.0440,
1.9028,0.4024,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8961,0.4030,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8894,0.4036,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8827,0.4042,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8760,0.4048,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8693,0.4054,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8626,0.4059,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8559,0.4065,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8492,0.4071,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8425,0.4077,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8358,0.4083,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8291,0.4089,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8224,0.4095,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8157,0.4101,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8090,0.4107,0.0000,0.0000,0.0000,0.9990,0.0440,
1.8023,0.4113,0.0000,0.0000,0.0000,0.9990,0.0440,
1.7956,0.4119,0.0000,0.0000,0.0000,0.9990,0.0440,
1.7889,0.4125,0.0000,0.0000,0.0000,0.9990,0.0440,
1.7822,0.4131,0.0000,0.0000,0.0000,0.9990,0.0440,
1.7755,0.4136,0.0000,0.0000,0.0000,0.9990,0.0440,
1.7688,0.4142,0.0000,0.0000,0.0000,0.9990,0.0440,
1.7554,0.4154,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7487,0.4183,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7420,0.4212,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7354,0.4241,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7287,0.4270,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7221,0.4299,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7154,0.4328,0.0000,0.0000,0.0000,0.9790,0.2040,
1.7087,0.4357,0.0000,0.0000,0.0000,0.9790,0.2040,
1.6954,0.4415,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6903,0.4464,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6852,0.4512,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6800,0.4561,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6749,0.4609,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6698,0.4658,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6647,0.4706,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6595,0.4755,0.0000,0.0000,0.0000,0.9290,0.3700,
1.6493,0.4852,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6455,0.4913,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6418,0.4974,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6380,0.5035,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6342,0.5096,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6304,0.5157,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6267,0.5218,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6229,0.5279,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6191,0.5340,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6154,0.5400,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6116,0.5461,0.0000,0.0000,0.0000,0.8735,0.4868,
1.6041,0.5583,0.0000,0.0000,0.0000,0.7764,0.6302,
1.6027,0.5649,0.0000,0.0000,0.0000,0.7764,0.6302,
1.6013,0.5714,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5999,0.5780,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5985,0.5846,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5972,0.5911,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5958,0.5977,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5944,0.6042,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5930,0.6108,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5917,0.6173,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5903,0.6239,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5889,0.6305,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5875,0.6370,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5861,0.6436,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5848,0.6501,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5834,0.6567,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5820,0.6633,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5806,0.6698,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5793,0.6764,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5779,0.6829,0.0000,0.0000,0.0000,0.7764,0.6302,
1.5751,0.6960,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5751,0.7027,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5751,0.7094,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5750,0.7161,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5750,0.7228,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5750,0.7295,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5749,0.7362,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5749,0.7429,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5749,0.7496,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5749,0.7563,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5748,0.7630,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5748,0.7697,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5748,0.7764,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5747,0.7831,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5747,0.7898,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5747,0.7964,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5746,0.8031,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5746,0.8098,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5746,0.8165,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5745,0.8232,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5745,0.8299,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5745,0.8366,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5745,0.8433,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5744,0.8500,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5744,0.8567,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5744,0.8634,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5743,0.8701,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5743,0.8768,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5743,0.8835,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5742,0.8902,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5742,0.8969,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5742,0.9036,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5742,0.9102,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5741,0.9169,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5741,0.9236,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5741,0.9303,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5740,0.9370,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5740,0.9437,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5740,0.9504,0.0000,0.0000,0.0000,0.7087,0.7055,
1.5739,0.9638,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5740,0.9707,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5741,0.9776,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5742,0.9845,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5743,0.9914,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5743,0.9982,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5744,1.0051,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5745,1.0120,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5746,1.0189,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5747,1.0258,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5748,1.0327,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5748,1.0396,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5749,1.0465,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5750,1.0534,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5751,1.0603,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5752,1.0671,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5753,1.0740,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5754,1.0809,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5754,1.0878,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5755,1.0947,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5756,1.1016,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5757,1.1085,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5758,1.1154,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5759,1.1223,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5759,1.1292,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5760,1.1361,0.0000,0.0000,0.0000,0.7027,0.7114,
1.5762,1.1498,0.0000,0.0000,0.0000,0.5945,0.8041,
1.5784,1.1571,0.0000,0.0000,0.0000,0.5945,0.8041,
